N,Tweet,Negative,Neutral,Positive
4573,Salvan vidas en verdad. Todos un PhD en todo aquí. Misma definición de todologos.,,1,
4574,Hey hermano una prima tiene una duda eya trabaja con un call center pero desde su casa y el presi dijo q los call center ya no trabajarian eso la afecta o era x otra cosa?,,1,
4575,La luz al final del túnel...,,,1
4576,si antes que pongan ley seca.,,1,
4577,"Ojalá, cada vez que Gavilán viste una camiseta deja la piel en la cancha... 👍",,1,
4578,Hoy es lunes y gracias a Dios mi preceptora no esta en filtro 💃🏻💃🏻💃🏻💃🏻💃🏻,,1,
4579,Los chavales haciendo estragos loco a hora es muerte subita contra el maximo rival,,1,
4580,Sueltenla .Por que se ensañan con ella ENVIDIA?,1,,
4581,Yo hago que se fuge de su casa o me le infiltro a lo micky mouse 🎼,,1,
4582,"Ey la gente si critica hasta que cabrea ahora todos se creen doctores, sean agradecidos por Dios.",1,,
4583,"Pásate por el que está al frente del edificio Kitaen comenzando la calle 44 Bella Vista, hay tremendo hueco...",,1,
4584,"Interesante... ¿Cómo se lo estaría enviando a la presidencia""? Sólo para saber, ya que tengo también algunas inquietudes y cuestionamientos que realizar. 🤔""",,1,
4585,que Diosito te lo multiplique 🥺,,,1
4586,Hay no ya eso es un crimen que barbaridad. Por eso que vienen los juicios de Dios. Después no se quejen,,1,
4587,El estado debe hacer algo YA antes que pierda el control.,,1,
4588,Ustedes dos son mi pilar #felizdiadelperro,,,1
4589,Te recomiendo que veas esta serie,,1,
4590,"mi yeyesita, mi loquita, la que prende luckyy tiene su yeyo pero prefiere al cara de chuky al de la barraca al de la multi al que prende mumuti, ella disfruta los bombazos a los call of duty 😥😩😩😩😩😩",,1,
4591,"Que piensan hacer para lo que no tienen plata por que ya no están trabajando, si esto continuará por que ya se pronostico hasta el 2021,el pueblo saldrás a las calle a buscar comida.",,1,
4592,Ellos no van a perder se congela por 3 meses deudas. Esta duro eso. Pagarle a otro lo q en este momento tu necesitas.,,1,
4593,que rico empezar la mañana con un running 🙏🏻🏋🏻,,,1
4594,"Aún así no es considerado whiskey a nivel internacional sino un bourbon , por eso se llama whiskey de Tennessee",,1,
4595,"Felicito a Medcom por el programa, desde la selección de los jurados, los presentadores y la primera presentación de los imitadores, buenos cantantes, recomiendo variar los géneros para que todos disfrutemos... 👍",,,1
4596,Desde el presidente de la república para abajo todooooooo el mundo,1,,
4597,mi papá simplemente me ha dado todo 🥺❤️,,,1
4598,"Claro, como la playa se estancó, hay que ingeniárselas para robar.",1,,
4599,Todo el mundo tiene un capitulo que no ha leído en voz alta.,,1,
4600,necesito con urgencia ver esta novela,,1,
4601,¿Es falso porque ellos los dicen? ¿Por qué no mejor adjuntar su documentación debida en el portal de transparencia/Panamá Compra y que el ciudadano juzgue por si mismo?,,1,
4602,el martes debo salir voy a tumba muerto puedo pedir estacionado afuera POR FAVOR SOY FANATICO DEL WHOOPER favor confirmarme tel a llamar,,1,
4603,"No seas envidiosa, recuerda que todos estamos en el mismo barco 🤡🤣",,1,
4604,Yo sé de quién hablas and ma'am.,,1,
4605,"hoy estoy bien romantic style in da world 😩☺️💖💖💖💖💖💖💖, escuchando puros playlist de love☺️",,,1
4606,Que avisen cuando es la próxima vez que va para recoger esos 20 palitos,,1,
4607,Mientras tanto en Roma... Como debe ser: cada quien haciendo lo que piensa correcto sin tanto show.,,1,
4608,El fren no captó el pregón del #sincarrizoporfavor,,1,
4609,Por mi que hagan su base para ver si baja un poco el crimen organizado en Panamá.,,1,
4610,Te faltó estudiando y sabiendo escoger a sus gobertes.,,1,
4611,Mi propuesta es que el nombre de Diputado sea cambiado a Legislador ya que ese es su fundamento de acuerdo con Isaías 33:22. Y que los diputados tengan solo la responsabilidad de Legislar Leyes. Ninguna otra función,,1,
4612,Gente estúpida...,1,,
4613,Esto me cabrea siempre las empresas de eventos AQUÍ hacen todo gallo y aparte caro 😡,1,,
4614,ya yo te olvideeeeee tu amor es cosa de ayer,,1,
4615,"A la cárcel, por aprovecharse de la fé de sus seguidores...",1,,
4616,Afuera de la loteria de la chorrera venden chances y billetes casados y la gerente?(ancla),,1,
4617,Aprobar las leyes de educación sexual en su momento.,,1,
4618,La cancion de myke y rauw va estar dem Jodia 🔥,,1,
4619,Dígale eso a la diputada gritona que cree que la prueba idónea la va a salvar del covid19.,,1,
4620,Cualquier similitud es pura coincidencia,,1,
4621,¿Por qué usa mascarilla si dios está con él? 🤔🤔,,1,
4622,Ooh! Cual es la palabra?! :o,,1,
4623,Ojalá no pase por allá...,,1,
4624,Creo que se copio bien...😁,,1,
4625,"Listo, ya envié mi pregunta espero que la tomen en cuenta jeje!",,1,
4626,"Fácil Arturo, para argumentos estúpidos como los de este gobierno, soluciones sencillas...cuando vayan a tu restaurante les facturas una lata de soda, así también evitas pagar el 10% de bebidas (de paso esa plata no se la roba el cabeza de 🐷)",,1,
4627,Los discursos de DictaNito no me dicen nada nuevo. Es como una foca que se anda aplaudiendo a si mismo. 🙄,,1,
4628,La hermana siempre le ha tenido envidia 🙄,1,,
4629,Últimamente todos andan ariscos en Twitter 🥱,,1,
4630,Apoyo por primera vez lo que posteas. CÁRCEL PARA LOS ÑAMES (panameñistas) y LOCOS (CD). Agregaría PRD.,1,,
4631,El Rt se mantiene en ascenso...no no perdón se mantiene en descenso,,1,
4632,"Una sola persona puede ser vencida, pero dos ya pueden defenderse; y si tres unen sus fuerzas ya no es facil derrotarlas 🙏🏻",,,1
4633,"El chiste se cuenta sólo, ¿no era que tenían estructura y que no venían a improvisar?",,1,
4634," 2, son económicos en todos los sentidos y es cuestión de acostumbrarse solamente.",,1,
4635,“Disfruten su casa por cárcel” Y quería ser diputada....,,1,
4636,Amén y ese es el corregimiento de Chayan Polo?,,1,
4637,Más es lo que paso dando vuelta pa estudiar que lo que estudio😂,,1,
4638,Me estoy muriendo en esta clase 😴,1,,
4639,pensaba que te habia olvidado pero pusieron la canción,1,,
4640,Quiero una rumbilla de waracha,,1,
4641,"Rico todooo Dale, mana, sueltate el pelooo",,,1
4642,Feliz día a todas sus mamis espero que la pasen re bien! 💕👸🏻,,,1
4643,"Realmente la impotencia es con lo que piensa la gente , que probablemente sean unos pocos o con quien ajusticio a un deportista al parecer honesto.",,1,
4644,Lo más rico de kfc y vengan como quieran!,,1,
4645,Utilice cloro diluido en agua es efectivo... 👍,,1,
4646,"Seguir al representante de mi circuito me da pena ajena. Siento que no me representa para nada, es otro mas del PRD, ciego ante su partido.",1,,
4647,"hahahha, ayala. ya se pa' la proxima",,1,
4648,Jesús no haría eso muy mal hecho,1,,
4649,"Eso solamente pasaría en un país serio, Maui..",,1,
4650,"los que te tienen ribetiao, te tienen montao, que son las doce de la tarde y no te has levantao.... yoooo.... why you viety?",,1,
4651,"nomas que no tengo, cha male 🥺",,1,
4652,Si. Como nombraron a J-Lo la cuento. HAHAHHA Tienen Shakira pa' rato,,1,
4653,Ese tridente esta jodio pa,,1,
4654,por eso que el hombre anda perdido porque no entiende quién murió por él.,,1,
4655,"Hola mundo. Si te acabo de conocer no soy ni tu corazon, papi, amor, bebé y etc. Gracias 😊",,1,
4656,extraño ir a los bailes de ulpianooo 😫 lo necesito raig nau ☹️🥺😭😭,1,,
4657,"Y aclaro, yo no me estaba mofando de su condición física o médica, sólo escribí que así como usted estaba en el mall haciendo mandados, así mismo estaban las otras personas.",,1,
4658,Lluvia matutina deja como saldo 27 tardanzas a conferencias telefónicas programadas para las 8:30 AM,,1,
4659," Hoy, con Flor Mizrahi en el 13...",,1,
4660,"Siempre que digo “Lo hago despues”, nunca lo hago",1,,
4661," Algo que me llamo la atención, es que todos los XIII mes de las personas eran de 183.00. No se hay algo raro allí o estoy ignorando algo.",,1,
4662,llegan las primeras imágenes de la abuelita post vacunación la verdad muy buena la pfizer,,,1
4663,"Que importa la u en que te gradues de medicina, al final todos seremos internos mal pagados por dos años🤣",,1,
4664,"Me gusta que mis amixxx se sientan mas hermosas de lo que son, por eso siempre les comento que estan wenas😌😍",,,1
4665,Cuando veo a mis amiguitos de semestres inferiores estudiando Derma lo único que pienso es GRACIAS A DIOS YA LO PASE ♥️♥️,,,1
4666,Ahora tienen al pobre diseñador trabajando sobretiempo para cambiar el fondo del post.,1,,
4667,Eso se toma un cuadrito de papel con las manos y sientes la suavidad del producto que después pasaras por esa parte sagrada de tu cuerpo... 😁,,1,
4668,Pasaron 30 minutos y no contestaron. 🤷‍♂️,1,,
4669,Vas a salir rodando del apto. 😂 PD. Se ve rico!! 😍,,,1
4670,INADEH anuncia inicio del primer periodo de cursos y programas 2020 desde este lunes 13 de enero,,1,
4671,Buenos días a todos incluyendo a los que están esperando que digan que fue un inocente mariposa.,1,,
4672,A quien ayuda el discurso de Nito?,,1,
4673,"no quiero seguir creciendo, quiero estancarme en mis 22 añitos",1,,
4674,"Creo que la trataron con cariño dada lo shady"" de la gestión de su esposo y el escándalo de Odebretch. ¿Por cierto y las estatuas del Parque Omar ya aparecieron? Saludos cordiales 😊""",,1,
4675,Anacleta alabarca chifundo,,1,
4676,Las calles de Santiago valen es verga.😴,1,,
4677,"Mira, ya se maquillo y va saliendo 😂",,1,
4678,"omg ya vi el wichi, muy bueno por cierto",,,1
4679,"Si comiste el pollo rosa en la cafetería de Humanidades, no te tienes que andar preocupando por lo que hay en la vacuna.",,1,
4680,Siempre apoyando Mis respetos 20 30,,,1
4681,nose mis hermanas compraron sus vainas porque tenian entendido que desde mañana (si es desde las 7 tengo algo de tiempo 🥵🥵),,1,
4682,"Ayuda o apoya siempre, la vida da muchas vueltas!",,,1
4683,"Si lo vas a hacer frito te recomiendo que solo le pongas sal con bastante limón y luego lo fries, me echaras un cuento de cómo sabe... 👍",,,1
4684,El Trong es el primero que debería ir,,1,
4685,La luz al final del túnel...,,,1
4686,"Consíguete a alguien que te trate como Timmy a Trixie, no te conformes con menos.",,,1
4687,un secreto entre dos es secreto con Dios. ❤️😝,,1,
4688,Ey ahora culpan a del narco gobernador 🤭,,1,
4689,Esa gente que cree que sabe todo y te quieren hacer sentir mal por que supuestamente tienen la razon pero lo unico que saben es a mierda 🤷🏻‍♂️,1,,
4690,Llevamos mucho tiempo intentandolo ya almenos pidio maquillaje y quiere cositas de skin card,,1,
4691,SOBERBIO EL MENSAJE del Cardenal Toribio y de el Papa Francisco.mis respetos a usted de este panameño que siempre ha creido en usted.saludos desde mi patria PANAMÁ,,1,
4692,"Valoren señores valoren, que estuvimos solo a un 2% de que nos tocara el COVID manejado por Casis",,1,
4693,"Claro, como la playa se estancó, hay que ingeniárselas para robar.",1,,
4694,Ahorita le echan la culpa a Blandon,1,,
4695,"La Biblia dice: Si mi pueblo sobre el cual es invocado mi nombre, se humillarme, Yo oire desde los cielos su voz y sanaré su tierra.... 🙏🙏🙏",,1,
4696,Mañana demanda al medio por andar dañando su reputación...,,1,
4697,"Toy creyendo en Danna Paola y su papel en elite, se nota full que es latina🤣🤣🤣🤣",,,1
4698,Xq tambien es bueno saber quienes son esos votos ya salieron los qe votaron a favor y en contra pero de esos azules nadie explica,,1,
4699," Aa mi me putiaron 🤣🤣 estaba mala, con fiebre y full congestionada y empece a llorar y Luis disq ve deja eso y que awebason no, ahora llorando por una pelicula, te vas a poner peor 🤣🤣",1,,
4700,Espero el otro año poder salir del pais,,,1
4701,maldita sea la hora en que uno engorda cha madre 😩😭,1,,
4702,"Así es la memoria selectiva de esta pseudo-diputada. No la puedo etiquetar porque me tiene bloqueado, payasa que es.",,1,
4703,Logística 4.0 Nuevas tecnologías al alcance de todos,,1,
4704,Feliz impunidad y próspera planilla nueva.,1,,
4705,No sabes si esperar un bus o hacer el trámite de renovación de cédula.,1,,
4706,mas de lo que ya estamos afectados,1,,
4707,"Buenos días #Panamá, esta es la caricatura de Lowis para ¿Qué título le pondría?",,1,
4708,"Ey a esos que conozco y le doy follow en twitter y no me dan follow back, váyanse pa la pinga fuckines payasos",1,,
4709,Tener un círculo cerrado de amistades no quiere decir que uno es ridículo.,,1,
4710,Y seguiremos... No sé porqué seguir lineamientos de países Europeos...,,1,
4711,porque se toman los tweets a pecho? Man uno publica lo que se le de la gana en SU cuenta personal... 😹😹😹😹😹,,1,
4712,"Presidente incapaz e inepto, luego usted...",1,,
4713,Denúncialo en la acodeco para que te devuelva el dinero.,,1,
4714,JAJAJAJAJA llegateee ya cha madre 😫,,1,
4715,deberías hacerle un KO a Ubaldo...tiene mucho que responder.,,1,
4716,Imagina que te armas de valor y lo denuncias por todo lo que describes... Imagina que las personas no tengan que privarse porque un subnormal no sabe comportarse en sociedad.... Imagina.....,,1,
4717,"etito man, me dieron un consejo de esos que te alegra el alma ♥️",,,1
4718,"feliz cumpleaños, que la pases excelente junto a los tuyos. Bendiciones! #Seguimos 🍊🍊🍊🍊",,,1
4719,"bien en pinga, mujeres como les puede gustar esa cochina? y tras eso maltratador 😂",1,,
4720,Happy birthday!! Bendiciones 💖,,,1
4721,La religión la inventó el hombre para confundir la verdad. Por eso es importante entender los Cinco Gobiernos y sus responsabilidades. Estos Gobiernos deben de estar sometido bajo la Soberanía de Dios es hora que esta nación se someta a la soberanía de Dios. 10 de julio 2020.,,1,
4722,Estas parkiando mucho en mi cardo 🤣🤣,,1,
4723,"A buen entendedor, pocas palabras...",,1,
4724,El sonido de pailas en Dorado Lakes es música a mis oídos. Los panas de FOCO lo hicieron nuevamente. 👏👏👏👏👏👏,,,1
4725,Y pensar que FabreGas gasta 500 por parada...,1,,
4726,Yo solo sé que amo a mi profesor de terapéutica 🤓😊,,,1
4727,No le es rentable. En Panamá no pueden tener economía de escala.,1,,
4728,JAAJ si total conseguí casa en las tablas 😍,,,1
4729,La culpa la tenemos nosotros mismos por aguantarnos a ese idiota de asesor.,1,,
4730,"Y este Caballero Ilustre no se me queda atrás, ese corazón tan grande que tienes Joel hace que todos te quieran apenas te conocen, Te Amo Nieto de mi ❤️",,,1
4731,Saludos estimado doctor y amigo mis respetos.,,,1
4732,50 dolares x una firma? Dios mio 😢,1,,
4733,"Alcohólico, asesino, dictador.",1,,
4734,Es la hora de demostrar que desde la gobernación se puede hacer cosas magníficas. 🔥🔥,,1,
4735,Lo dije desde el capituló UNO XD,,1,
4736,"El va a gastar 7 millones en momentos de Crisis en Panamá... en vez de gastar ese dinero en comida para los más pobres🤦‍♂️ usted va a permitir esto? No lo veo justo, no estoy de acuerdo en esto. no estamos para gastar en esto.",1,,
4737,"y lo peor esque, viene en los rubros que consumimos tomate, lechuga, culantro, cebolla etc...",,1,
